CLK_supaln
median	20001
min	20001
max	20001
num_samples_for_ESS	120006
tail-ESS_med	53086
tail-ESS_min	41182
tail-ESS_max	59894
bulk-ESS_med	47721
bulk-ESS_min	30425
bulk-ESS_max	60378
minRhat	0.999932072361122
maxRhat	1.00019241920122
total_samples	120006
