CLK_noUCEs
median	20001
min	20001
max	20001
num_samples_for_ESS	120006
tail-ESS_med	54226
tail-ESS_min	37049
tail-ESS_max	59944
bulk-ESS_med	49119
bulk-ESS_min	34847
bulk-ESS_max	60690
minRhat	0.999945516906927
maxRhat	1.00023784861345
total_samples	120006
