ILN_noeurycyde
median	20001
min	20001
max	20001
num_samples_for_ESS	320016
tail-ESS_med	156248
tail-ESS_min	143282
tail-ESS_max	160829
bulk-ESS_med	151154
bulk-ESS_min	114389
bulk-ESS_max	161567
minRhat	0.999960849010876
maxRhat	1.00008543012284
total_samples	320016
